publishedAt,title,viewCount,likeCount,commentCount,duration 
2018-06-25T13:00:02Z,How To Grow A Bigger BUTT WITHOUT Growing Your Thighs | Rounder Booty,488817,15807,332,PT10M46S
2018-05-28T12:30:01Z,BLAST FAT IN 10 MINS | Full Body BURN-OUT | Summer Shredding EP#5,628812,14313,467,PT11M33S
2018-05-10T12:40:14Z,What I Eat To Lose Weight | Healthy Recipes | What I Ate In A Week,136635,3634,182,PT20M29S
2018-04-26T12:55:30Z,TONED LEG & BUTT WORKOUT - Summer Shredding EP#4 - 8 WEEKS FREE WORKOUT PROGRAM,1168964,23371,674,PT23M4S
2018-04-19T13:00:09Z,ARMS & UPPER BODY WORKOUT - Summer Shredding EP#2 - 8 WEEKS FREE WORKOUT PROGRAM,1393832,23141,834,PT11M5S
2018-04-16T13:20:13Z,FULL BODY WORKOUT - Summer Shredding EP#1 - 8 WEEKS FREE WORKOUT PROGRAM,2592589,52636,2762,PT32M27S
2018-04-10T13:25:05Z,Meal Prep to LOSE WEIGHT | 8 INGREDIENTS 10 MEALS | Easy Healthy Flexible Recipes,145117,5897,170,PT10M2S
2018-04-05T13:07:37Z,HOW TO GET STARTED AT THE GYM | 2 ROUTINES + 10 TIPS | Beginner’s Guide to the Gym |,458283,16003,293,PT17M31S
2018-03-27T13:00:03Z,BUILD A BOOTY and HIPS WORKOUT! Get Curvy Hips & Big Booty Workout,249434,5726,241,PT7M22S
2018-02-27T13:00:09Z,BACK FAT WORKOUT | 10 MINS HOME ROUTINE | Lose Back Fat & Under Arms Fat,496407,13491,233,PT11M2S
2018-02-21T13:00:01Z,Meal Prep Quick & Easy | Healthy Recipes for Intermittent Fasting | Keto Cookies,112203,2790,159,PT9M25S
2018-02-13T13:00:07Z,Abs and Butt Workout | No Equipment | At Home Booty Workout,654968,17674,317,PT20M4S
2018-02-06T13:00:01Z,SEXY BACK Workout | My Favourite Back Workout,100361,2730,111,PT5M54S
2018-01-30T13:18:23Z,Grow Your Hips & Butt | Home Booty Workout | Side Butt | Hip Dips,3023033,83317,1334,PT25M1S
2018-01-22T13:16:47Z,EPIC FOOD & SKIING in NISEKO HOKKAIDO | BEST PLACES TO EAT,64435,1797,195,PT19M20S
2018-01-16T13:00:00Z,Ab Workout At Home | 15 MINS | Get Flat Belly Fast,1788585,39971,878,PT16M20S
2018-01-13T12:43:42Z,Winter Lookbook 2018 | Winter Outfits in Japan,149724,3853,210,PT3M24S
2018-01-03T14:00:08Z,Intense Full Body Workout | Burn 400 Calories in 30 Min At Home,3850440,90756,2504,PT33M53S
2017-12-12T13:30:01Z,2 months of Intermittent Fasting Weigh In | Body Fat | Keto? + What I Ate,736298,16461,910,PT14M9S
2017-12-02T13:30:01Z,Massive Winter Try On Haul | ASOS| Winter Jackets| Revolve| Winter Fashion,33439,1142,151,PT18M28S
2017-11-21T13:30:01Z,Burn 250-360 Calories & LOSE Love Handles! | Full Body Workout Routine,1161502,27310,697,PT26M
2017-11-07T13:30:01Z,High Intensity AB Workout | 10 Min Standing Abs Workout to BURN FAT & Get ABS,3346360,63688,1465,PT11M4S
2017-10-31T13:30:00Z,Inner Thigh Burn Workout | 15 Min Lean Thighs Workout | Inner & Outer Thighs,987290,23080,596,PT16M12S
2017-10-28T14:00:05Z,WHAT I EAT IN A WEEK + BOOTY Workout | Intermittent Fasting | BCAA,81545,2994,216,PT16M2S
2017-10-24T13:50:57Z,1 WEEK of Intermittent Fasting | My Thoughts| Tips + Before After Results,5524035,114292,4724,PT11M54S
2017-10-17T13:30:01Z,BURN THOSE CALORIES! | At Home Cardio Workout | No Jumping,759977,18816,894,PT19M26S
2017-10-14T14:00:01Z,NEW WEIGHT! | Intermittent Fasting | WHAT I EAT IN A WEEK,620338,13326,478,PT18M15S
2017-10-11T13:36:12Z,Get WIDER HIPS | 9 Exercises for Wider Hips | HIP DIPS FIX!,1451515,60532,731,PT11M56S
2017-10-07T14:19:06Z,WHAT I EAT IN A WEEK | CURRENT PHYSIQUE| wardrobe,146020,3987,353,PT20M35S
2017-10-03T13:30:01Z,10 Min Toned Arms Workout | NO PUSHUPS NO EQUIPMENT,938389,21686,544,PT11M24S
2017-09-26T14:00:03Z,BUDGET Meal Prep | HEALTHY AND CHEAP | Meal Prep On a College Budget,1900788,51813,706,PT8M6S
2017-09-19T14:00:02Z,NO JUMPING Workout | 10 Mins Full Body Workout | Quiet Apartment Workout,632485,15531,441,PT11M13S
2017-09-06T15:02:24Z,Full Body Workout | 15 mins Fat Burning At Home Workout | Cappadocia,147548,4691,278,PT16M47S
2017-08-22T14:00:02Z,How to Reduce BLOATING | Part 2 - Foods | Get Flat Tummy!,191848,4379,211,PT7M42S
2017-08-16T14:00:07Z,5 MINS HIIT Workout | GET MOTIVATED | Workout With Me,95140,3163,229,PT5M33S
2017-08-01T14:00:08Z,How to GET RID of ACNE | 20 TIPS to Get CLEAR SKIN,95578,2684,121,PT16M37S
2017-07-25T14:00:11Z,FAT BLASTING HIIT Workout | Do It Anywhere!,330349,7822,312,PT18M17S
2017-07-18T14:00:01Z,Favourite Booty Exercises | Top 10 Glute & Leg Exercises,132622,3022,138,PT10M4S
2017-07-04T14:00:05Z,10 Min Lower Ab Workout | LOSE Lower Belly FAT,13276948,303886,5113,PT11M12S
2017-06-27T14:00:00Z,Booty Workout | Booty Building | Leg Workout,122093,2557,158,PT7M29S
2017-06-20T14:30:01Z,How to Lose Weight | 10 Tips To Lose Weight | Lifestyle| Diet and Workouts,591310,23191,646,PT12M33S
2017-06-13T14:00:05Z,Burn ARM FAT Fast! Toned Arms Workout,333480,8556,257,PT19M24S
2017-06-06T14:00:01Z,10 Exercises To Get WIDER HIPS | Tips To Reduce HIP DIPS | Scientific Approach,6697877,178806,2424,PT12M22S
2017-05-27T14:02:40Z,How I Meal Prep | Quick & Easy | Healthy Recipes To Lose Weight,2219960,62462,696,PT7M30S
2017-05-23T14:05:22Z,How To Reduce Bloating | Get Flat Stomach | 10 Reasons Why You're Bloated,2835425,77273,1531,PT10M45S
2017-05-16T14:00:02Z,Intense Leg Workout | Fat Burning + Cellulite Reducing Routine,1009448,22980,640,PT11M20S
2017-05-13T14:00:03Z,What I Eat In A Day To LOSE WEIGHT | Low Carb Protein Bread,69785,1901,118,PT12M15S
2017-05-09T14:05:59Z,10 Min Intense Ab Workout | Flat Tummy Exercises Routine,3353431,65113,1397,PT11M11S
2017-05-06T14:00:01Z,My Workout Routine & Schedule To Get Lean | Your Workout Plan?,204428,4736,462,PT6M52S
2017-05-02T14:15:35Z,Booty Workout | Build a Rounder Butt | Side Booty,193868,3354,164,PT7M2S
2017-04-25T13:50:10Z,Chest & Triceps Workout,278603,5018,153,PT6M11S
2017-04-11T14:00:07Z,Lean Arms Workout | Toned Arms and Abs Exercises | At Home Workout,354077,8039,219,PT14M3S
2017-04-01T13:00:02Z,Quick & Easy Healthy Snacks | 3 Pre Workout Snack Ideas,68147,2285,71,PT4M21S
2017-03-28T13:02:01Z,Inner Thigh Workout | 10 Mins Toned Thighs Workout | At Home Leg Routine,609351,13024,338,PT12M7S
2017-03-09T14:39:54Z,Most Beautiful Places In Hokkaido Japan | Travel Vlog,158832,2226,131,PT6M48S
2017-02-28T13:43:56Z,What I Eat In A Day | Grocery Haul | Work The Abs!,68612,1621,144,PT12M48S
2017-02-21T14:29:36Z,Grow Your BOOTY Without Growing Your Legs Workout | Glute Workout,334131,5302,183,PT9M3S
2017-02-09T14:00:04Z,Grow Your Butt At Home | Lean Muscle | Booty Workout,2070809,41473,929,PT32M21S
2017-01-31T14:04:28Z,10 Mins Abs Workout - Best Abs Exercises for Ripped Obliques,1883898,37506,605,PT11M33S
2017-01-24T13:39:49Z,How To Get Fit | Tips and Guide to Getting Fit!,89769,2873,168,PT5M51S
2017-01-18T13:00:03Z,Toned Legs Workout | Perky Butt and Toned Thighs Workout At Home,1159255,22919,593,PT28M4S
2017-01-03T14:39:36Z,Full Body Workout Routine | Fat Burning Workout At Home,3002819,61770,1398,PT21M4S
2016-12-15T13:46:18Z,Winter Lookbook 2016 - 2017,117881,2303,123,PT2M26S
2016-12-08T14:19:08Z,BOOTY Workout | Build A Bigger Butt Fitness Routine,190593,2927,128,PT7M25S
2016-11-24T13:19:55Z,Italy Travel Diary: Cinque Terre| Capri| Amalfi| Sardinia| Rome| Positano| Cliff Jumping,267257,5987,417,PT3M28S
2016-11-03T14:08:14Z,How To Get Abs | Tips and Workout | Full Day of Eating,449741,9344,471,PT11M3S
2016-10-27T13:08:48Z,Intense Abs Workout | Lose Belly Fat Fast | Cardio Abs Workout Routine,2650186,58812,2007,PT17M14S
2016-10-05T12:30:02Z,Fall Lookbook 2016 | Autumn Outfits | Fall Outfit Ideas,98705,2442,168,PT3M34S
2016-09-22T12:30:01Z,Summer Lookbook - Greece Santorini and Mykonos Outfits | Vacation Lookbook,171946,4087,264,PT4M51S
2016-09-15T13:00:02Z,What I Eat In A day - Pre and Post Workout Meals - Healthy Fitness Meals - Build Lean Muscle,194348,3994,138,PT7M3S
2016-08-25T14:27:54Z,Healthy Breakfast Ideas | Fitness Food | On The Go Breakfast For School| Work,286791,7928,246,PT7M33S
2016-08-23T13:15:43Z,Bintan Island| Indonesia - Travel Diary,156061,2574,231,PT5M40S
2016-08-18T13:20:25Z,Back To School Lookbook 2016 | Back To School Outfits | College,101263,2908,245,PT2M33S
2016-08-10T13:12:33Z,HIIT Cardio Workout | Fat Burning Workout | Flat Belly Tips,1892632,35623,1319,PT23M31S
2016-07-21T12:30:02Z,Intense Abs Workout Routine - 10 Mins Flat Stomach Exercise,28969234,457653,13069,PT10M41S
2016-06-16T13:14:23Z,Summer Lookbook 2016 | Summer Outfits,539401,7698,373,PT4M8S
2016-06-09T12:51:43Z,Butt Workout | Glute Exercises - At Home Booty Fitness Routine,1334552,31212,504,PT7M16S
2016-04-21T13:20:46Z,Festival Lookbook | Festival Outfits,83658,2777,210,PT3M33S
2016-03-25T13:00:05Z,Healthy Sweet Snacks | 9 Healthy Snack Ideas,253049,8133,245,PT8M
